,index
883,8122
884,8140
885,8141
886,8144
887,8160
888,8167
889,8169
890,8184
891,8190
892,8214
893,8237
894,8238
895,8249
896,8260
897,8261
898,8265
899,8290
900,8299
901,8303
902,8317
903,8335
904,8337
905,8341
906,8343
907,8348
908,8354
909,8360
910,8363
911,8366
912,8369
913,8373
914,8376
915,8386
916,8394
917,8417
918,8424
919,8428
920,8432
921,8443
922,8476
923,8487
924,8489
925,8494
926,8495
927,8497
928,8499
929,8502
930,8512
931,8514
932,8542
933,8556
934,8562
935,8576
936,8589
937,8594
938,8602
939,8603
940,8606
941,8611
942,8635
943,8647
944,8665
945,8678
946,8683
947,8684
948,8685
949,8691
950,8699
951,8723
952,8728
953,8743
954,8746
955,8747
956,8748
957,8750
958,8753
959,8765
960,8800
961,8801
962,8812
963,8816
964,8821
965,8828
966,8829
967,8832
968,8833
969,8837
970,8851
971,8853
972,8864
973,8869
974,8877
975,8879
976,8905
977,8907
978,8920
979,8927
980,8931
981,8932
982,8936
983,8943
984,8951
985,8952
986,8958
987,8965
988,8966
989,8967
990,8978
991,8980
992,8981
993,8982
994,8984
995,8997
996,8999
997,9015
998,9030
999,9060
1000,9082
1001,9087
1002,9107
1003,9112
1004,9150
1005,9151
1006,9158
1007,9161
1008,9172
1009,9177
1010,9200
1011,9211
1012,9221
1013,9223
1014,9229
1015,9233
1016,9237
1017,9242
1018,9249
1019,9258
1020,9278
1021,9287
1022,9302
1023,9344
1024,9386
1025,9398
1026,9405
1027,9423
1028,9440
1029,9447
1030,9448
1031,9472
1032,9476
1033,9488
1034,9495
1035,9511
1036,9514
1037,9524
1038,9527
1039,9532
1040,9542
1041,9547
1042,9550
1043,9562
1044,9570
1045,9575
1046,9588
1047,9610
1048,9633
1049,9648
1050,9657
1051,9669
1052,9707
1053,9711
1054,9717
1055,9722
1056,9748
1057,9751
1058,9753
1059,9767
1060,9787
1061,9817
1062,9832
1063,9839
1064,9840
1065,9845
1066,9851
1067,9875
1068,9876
1069,9878
1070,9879
1071,9890
1072,9903
1073,9914
1074,9918
1075,9921
1076,9926
1077,9934
1078,9935
1079,9951
1080,9958
1081,9960
1082,9962
1083,9967
1084,9970
1085,9974
1086,9978
1087,9988
